Jim Banks,Male,Caucasian/White,1979,null,null,2017,2021,Indiana
Jim Cooper,Male,Caucasian/White,1954,null,null,2003,2021,Tennessee
Jim Costa,Male,Caucasian/White,1952,null,null,2005,2021,California
Jim Hagedorn,Male,Caucasian/White,1962,null,null,2019,2021,Minnesota
Jim Himes,Male,Caucasian/White,1966,null,null,2009,2021,Connecticut
Jim Jordan,Male,Caucasian/White,1964,null,null,2007,2021,Ohio
Jim McGovern,Male,Caucasian/White,1959,null,null,1997,2021,Massachusetts
Jim Sensenbrenner,Male,Caucasian/White,1943,null,null,1979,2021,Wisconsin
Jimmy Panetta,Male,Caucasian/White,1969,null,null,2017,2021,California
Jodey Arrington,Male,Caucasian/White,1972,null,null,2017,2021,Texas
Jody Hice,Female,Caucasian/White,1960,null,null,2015,2021,Georgia
Joe Courtney,Male,Caucasian/White,1953,null,null,2007,2021,Connecticut
Joe Cunningham,Male,Caucasian/White,1982,null,null,2019,2021,South Carolina
Joe Kennedy III,Male,Caucasian/White,1980,null,null,2013,2021,Massachusetts
Joe Wilson,Male,Caucasian/White,1947,null,null,2001,2021,South Carolina
John B. Larson,Male,Caucasian/White,1948,null,null,1999,2021,Connecticut
John Carter,Male,Caucasian/White,1941,null,null,2003,2021,Texas
John Curtis,Male,Caucasian/White,1960,null,null,2017,2021,Utah
John Joyce,Male,Caucasian/White,1957,null,null,2019,2021,Pennsylvania
John Katko,Male,Caucasian/White,1962,null,null,2015,2021,New York
John Lewis,Male,Black/African American,1940,null,null,1987,2020,Georgia
John Moolenaar,Male,Caucasian/White,1961,null,null,2015,2021,Michigan
John Rose,Male,Caucasian/White,1965,null,null,2019,2021,Tennessee
John Rutherford,Male,Caucasian/White,1952,null,null,2017,2021,Florida
John Sarbanes,Male,Caucasian/White,1962,null,null,2007,2021,Maryland
John Shimkus,Male,Caucasian/White,1958,null,null,1997,2021,Illinois
John Yarmuth,Male,Caucasian/White,1947,null,null,2007,2021,Kentucky
Joseph Morelle,Male,Caucasian/White,1957,null,null,2018,2021,New York
Josh Gottheimer,Male,Caucasian/White,1975,null,null,2017,2021,New Jersey
Josh Harder,Male,Caucasian/White,1986,null,null,2019,2021,California
Julia Brownley,Female,Caucasian/White,1952,null,null,2013,2021,California
Justin Amash,Male,Caucasian/White,1980,null,null,2011,2021,Michigan
Katherine Clark,Female,Caucasian/White,1963,null,null,2013,2021,Massachusetts
Kathleen Rice,Female,Caucasian/White,1965,null,null,2015,2021,New York
